Intent,Expression
fav_song,what all songs do you like to listen
fav_song,dedicate a song to your wife
fav_song,are you a bathroom singer
fav_song,which is your favourite music
fav_song,what all music do you like to listen
fav_song,favourite song
fav_song,which is your favorite song
fav_song,what is the name of your favorite song
fav_song,can you please tell me your favorite song
fav_song,please tell me your favorite song
fav_song,tell me the name of your favorite song
fav_song,which song is your favorite
fav_song,please tell me the song which is your favorite
fav_song,can you please tell me name of your favorite song
fav_song,which is your favorite music
fav_song,dedicate a song
fav_song,which song do you like
fav_song,tell me your favourite song
fav_sports,what sports do you enjoy playing or watching
fav_sports,what is name of the sports you enjoy playing or watching
fav_sports,which is the sports you enjoy playing or watching
fav_sports,which is the sports you appreciate playing or watching
fav_sports,which is the sports you love playing or watching
fav_sports,please tell me the sports you enjoy playing or watching
fav_sports,tell me the name of the sports you enjoy playing or watching
fav_sports,tell me the name of the sports you love playing or watching
fav_sports,name of the sports you love playing or watching
fav_sports,name of the sports you appreciate playing or watching
fav_sports,please tell me the name of the sports you love playing or watching
fav_sports,please tell me the name of the sports you like playing or watching
fav_sports,what sports do you enjoy playing
fav_sports,what is name of the sports you enjoy playing
fav_sports,which is the sports you enjoy playing
fav_sports,which is the sports you appreciate playing
fav_sports,which is the sports you love playing
fav_sports,please tell me the sports you enjoy playing
fav_sports,tell me the name of the sports you enjoy playing
fav_sports,tell me the name of the sports you love playing
fav_sports,name of the sports you love playing
fav_sports,name of the sports you appreciate playing
fav_sports,please tell me the name of the sports you love playing
fav_sports,please tell me the name of the sports you like playing
fav_sports,what sports do you enjoy watching
fav_sports,what is name of the sports you enjoy watching
fav_sports,which is the sports you enjoy watching
fav_sports,which is the sports you appreciate watching
fav_sports,which is the sports you love watching
fav_sports,please tell me the sports you enjoy watching
fav_sports,tell me the name of the sports you enjoy watching
fav_sports,tell me the name of the sports you love watching
fav_sports,name of the sports you love watching
fav_sports,name of the sports you appreciate watching
fav_sports,please tell me the name of the sports you love watching
fav_sports,please tell me the name of the sports you like watching
fav_sports,which is your favourite sport
fav_sports,which is the name of your favourite sport
fav_sports,can you please tell me your favourite sport
fav_sports,please tell me your favourite sport
fav_sports,tell me the name of your favourite sport
fav_sports,what sport you like the most
fav_sports,name of the sport you like the most
fav_sports,which sport is your favourite
fav_sports,please tell me the sport which is your favourite
fav_sports,can you please tell me name of your favourite sport
fav_sports,what is name of your favourite sport
fav_sports,tell me your favourite sport
fav_sports,whats your favourite sport
fav_sports,what is your favourite sport
fav_sports,which sport do you like
fav_sports,who is your favourite cricketer
good_afternoon,badsha is saying good afternoon
good_afternoon,badshah greets good afternoon
good_afternoon,badshah says good afternoon
good_afternoon,bollywood king greets good afternoon
good_afternoon,bollywood king is says good afternoon
good_afternoon,good afternoon
good_afternoon,good afternoon sir
good_afternoon,good noon
good_afternoon,hope your afternoon is good
good_afternoon,king khan greets good afternoon
good_afternoon,king khan is saying good afternoon
good_afternoon,mr khan greets good afternoon
good_afternoon,shahrukh sir have a beautiful afternoon
good_afternoon,shahrukh sir have a good afternoon
good_afternoon,shahrukh sir have a great afternoon
good_afternoon,shahrukh sir have a incredible afternoon
good_afternoon,shahrukh sir have a magical afternoon
good_afternoon,shahrukh sir have a magnificent afternoon
good_afternoon,shahrukh sir have a mind blowing afternoon
good_afternoon,shahrukh sir have a mind boggling afternoon
good_afternoon,shahrukh sir have a smashing afternoon
good_afternoon,shahrukh sir have a superb afternoon
good_afternoon,srk greets good afternoon
good_afternoon,srk is saying good afternoon
good_afternoon,very good afternoon sir
good_afternoon,good afternoon darling
good_afternoon,good afternoon my lady
good_afternoon,good afternoon sweetie
good_afternoon,good afternoon sweety
good_afternoon,greets good afternoon
good_afternoon,gud afternoon
good_afternoon,have a beautiful afternoon
good_afternoon,have a good afternoon
good_afternoon,have a great afternoon
good_afternoon,have a incredible afternoon
good_afternoon,have a magical afternoon
good_afternoon,have a magnificent afternoon
good_afternoon,have a mind blowing afternoon
good_afternoon,have a mind boggling afternoon
good_afternoon,have a smashing afternoon
good_afternoon,have a superb afternoon
good_evening,badsha is saying good evening
good_evening,badshah greets good evening
good_evening,bollywood king is says good evening
good_evening,good evening
good_evening,good evening sir
good_evening,hope your evening is good
good_evening,king khan greets good evening
good_evening,king khan is saying good evening
good_evening,mr khan greets good evening
good_evening,shahrukh khan greets good evening
good_evening,shahrukh sir have a amazing evening
good_evening,shahrukh sir have a awesome evening
good_evening,shahrukh sir have a delightful evening
good_evening,shahrukh sir have a fabulous evening
good_evening,shahrukh sir have a fantastic evening
good_evening,shahrukh sir have a great evening
good_evening,shahrukh sir have a incredible evening
good_evening,shahrukh sir have a lovely evening
good_evening,shahrukh sir have a magical evening
good_evening,shahrukh sir have a magnificent evening
good_evening,shahrukh sir have a mind blowing evening
good_evening,shahrukh sir have a mind boggling evening
good_evening,shahrukh sir have a peaceful evening
good_evening,shahrukh sir have a pleasant evening
good_evening,shahrukh sir have a superb evening
good_evening,srk greets good evening
good_evening,srk is saying good evening
good_evening,srk sir greets good evening
good_evening,very good evening sir
good_evening,wish you very good evening ever
good_evening,good evening darling
good_evening,good evening my lady
good_evening,greets good evening
good_evening,gud evening
good_evening,have a amazing evening
good_evening,have a awesome evening
good_evening,have a delightful evening
good_evening,have a fabulous evening
good_evening,have a fantastic evening
good_evening,have a great evening
good_evening,have a incredible evening
good_evening,have a lovely evening
good_evening,have a magical evening
good_evening,have a magnificent evening
good_evening,have a mind blowing evening
good_evening,have a mind boggling evening
good_evening,have a peaceful evening
good_evening,have a pleasant evening
good_evening,have a superb evening
good_evening,sir greets good evening
good_morning,have a pleasant morning
good_morning,shahrukh sir good morning
good_morning,badshah good morning
good_morning,barshah wishes evryone a beautiful morning
good_morning,bollywood king good morning
good_morning,bollywood king is says good morning
good_morning,bollywood king wishes evryone a beautiful morning
good_morning,bollywood king wishes pleasant morning
good_morning,good morning
good_morning,good morning sir
good_morning,have a great morning
good_morning,have a wonderful morning
good_morning,hope your morning is good
good_morning,king khan greets good morning
good_morning,king khan is saying good morning
good_morning,morning sir
good_morning,mr khan wishes pleasant morning
good_morning,same to you sir
good_morning,shahrukh good morning
good_morning,shahrukh khan good morning
good_morning,shahrukh khan wishes good morning
good_morning,shahrukh sir a very good morning
good_morning,shahrukh sir have a amazing morning
good_morning,shahrukh sir have a awesome morning
good_morning,shahrukh sir have a beautiful morning
good_morning,shahrukh sir have a fabulous morning
good_morning,shahrukh sir have a fantastic morning
good_morning,shahrukh sir have a great morning
good_morning,shahrukh sir have a lovely morning
good_morning,shahrukh sir have a magical morning
good_morning,shahrukh sir have a magnificent morning
good_morning,shahrukh sir have a mind blowing morning
good_morning,shahrukh sir have a mind boggling morning
good_morning,shahrukh sir have a superb morning
good_morning,shahrukh sir pleasant morning
good_morning,shahrukh sir wishes pleasant morning
good_morning,shahrukh sir wishes to have a beautiful morning
good_morning,srk is saying good morning
good_morning,srk sir wishes evryone a beautiful morning
good_morning,srk wishes morning good
good_morning,very good morning sir
good_morning,a very good morning
good_morning,good morning darling
good_morning,good morning my lady
good_morning,goood morning
good_morning,gooood morning
good_morning,gud morning
good_morning,have a amazing morning
good_morning,have a awesome morning
good_morning,have a beautiful morning
good_morning,have a fabulous morning
good_morning,have a fantastic morning
good_morning,have a lovely morning
good_morning,have a magical morning
good_morning,have a magnificent morning
good_morning,have a mind blowing morning
good_morning,have a mind boggling morning
good_morning,have a superb morning
good_morning,hey good morning
good_morning,pleasant morning
good_morning,sir wishes everyone a beautiful morning
good_morning,wishes everyone a beautiful morning
good_night,good night
good_night,gud night
happy_christmas,is says merry christmas
happy_christmas,enjoy and have safe chirstmas
happy_christmas,happy chirstmas bhai
happy_christmas,happy chirstmas
happy_christmas,happy chirstmas raees actor
happy_christmas,happy exuberant chirstmas
happy_christmas,happy high spirited chirstmas
happy_christmas,happy mirthful chirstmas
happy_christmas,happy rollic chirstmas
happy_christmas,have a blessed chirstmas
happy_christmas,have brightness of chirstmas lasts all year
happy_christmas,have bubbly chirstmas
happy_christmas,have ebullient chirstmas
happy_christmas,have frolicsome chirstmas
happy_christmas,have jolly chirstmas
happy_christmas,have jovial chirstmas
happy_christmas,have joyful chirstmas
happy_christmas,have joyous chirstmas
happy_christmas,have jubilant chirstmas
happy_christmas,have pleasant chirstmas
happy_christmas,have radiant chirstmas
happy_christmas,is saying happy christmas
happy_christmas,may your enjoy each day of your life as chirstmas
happy_christmas,merry christmas
happy_christmas,happy xmas
happy_diwali,a very happy prosperous Diwali
happy_diwali,celebrate Diwali with lot of hopes and hearts
happy_diwali,Diwali filled with lot of happiness and good fortune
happy_diwali,Diwali wishes from me to your family
happy_diwali,enjoy and have safe Diwali
happy_diwali,happy dipawoli
happy_diwali,happy Diwali
happy_diwali,happy Diwali bhai
happy_diwali,happy Diwali raise actor
happy_diwali,happy Diwali shark
happy_diwali,happy exuberant diwali
happy_diwali,happy festival of laxmi poojan
happy_diwali,happy festival of light
happy_diwali,happy high spirited diwali
happy_diwali,happy mirthful diwali
happy_diwali,happy rollic diwali
happy_diwali,have a amazing diwali
happy_diwali,have a blessed diwali
happy_diwali,have a colorful diwali
happy_diwali,have a delightful diwali
happy_diwali,have a fabulous diwali
happy_diwali,have a lovely diwali
happy_diwali,have a magical diwali
happy_diwali,have a magnificent diwali
happy_diwali,have a superb diwali
happy_diwali,have brightness of diwali lasts all year
happy_diwali,have bubbly diwali
happy_diwali,have frolicsome diwali
happy_diwali,have jolly diwali
happy_diwali,have jovial diwali
happy_diwali,have joyful diwali
happy_diwali,have joyous diwali
happy_diwali,have jubilant diwali
happy_diwali,have pleasant diwali
happy_diwali,have radiant diwali
happy_diwali,hope you enjoy your diwali
happy_diwali,hope you have a safe and happy diwali
happy_diwali,how was your diwali
happy_diwali,i would wish you deepawali
happy_diwali,is saying happy diwali
happy_diwali,is says happy diwali
happy_diwali,may all your diwali wishes come true
happy_diwali,may you have healthy wealthy diwali
happy_diwali,may your enjoy each day of your life as diwali
happy_diwali,may your life fill with lights
happy_diwali,may your life fill with lights blockbuster actor
happy_diwali,shubh dipawoli
happy_diwali,warm hearted wishes for diwali
happy_diwali,wish you have a peaceful diwali
happy_diwali,wishes everyone celebrate happy diwali in an environment friendly way
happy_diwali,wishes everyone happy diwali
happy_diwali,wishes everyone to celebrate happy diwali in an environment friendly way
happy_diwali,wishing you a warm diwali
happy_diwali,wishing you and your family a prosperous diwali
happy_diwali,wishing you and your family happy diwali
happy_diwali,wishing you happy diwali wishes with cheers
happy_diwali,wishing you peace joy and love this diwali
happy_dusshera,is saying happy dushera
happy_dusshera,is says happy dushera
happy_dusshera,wishes evryone to celebrate happy dusshera in an environment friendly way
happy_dusshera,enjoy and have safe dusshera
happy_dusshera,happy dussehra
happy_dusshera,happy dusshera
happy_dusshera,happy dusshera bhai
happy_dusshera,happy dussherara dear actor
happy_dusshera,happy exuberant dusshera
happy_dusshera,happy high spirited dusshera
happy_dusshera,happy mirthful dusshera
happy_dusshera,happy rollic dusshera
happy_dusshera,have a blessed dusshera
happy_dusshera,have brightness of dussheralasts all year
happy_dusshera,have bubbly dusshera
happy_dusshera,have ebullient dusshera
happy_dusshera,have frolicsome dusshera
happy_dusshera,have jolly dusshera
happy_dusshera,have jovial dusshera
happy_dusshera,have joyful dusshera
happy_dusshera,have joyous dusshera
happy_dusshera,have jubilant dusshera
happy_dusshera,have pleasant dusshera
happy_dusshera,have radiant dusshera
happy_dusshera,is saying happy dusshera
happy_dusshera,may your enjoy each day of your life as dusshera
happy_dusshera,have a amazing dusshera
happy_dusshera,have a colourful dusshera
happy_dusshera,have a delightful dusshera
happy_dusshera,have a fabulous dusshera
happy_dusshera,have a fantastic dusshera
happy_dusshera,have a great dusshera
happy_dusshera,have a lovely dusshera
happy_dusshera,have a magical dusshera
happy_dusshera,wishes evryone celebrate happy dusshera in an environment friendly way
happy_holi,happy navratri
happy_holi,I want to wish you a happy navratri
happy_holi,shubh navratri
happy_holi,wish you a happy navratri
happy_independence_day,happy independence day
happy_independence_day,I want to wish you a happy independence day
happy_independence_day,wish you a happy independence day
happy_new_year,a very happy prosperous new year
happy_new_year,approach new year with lot of hopes and hearts
happy_new_year,enjoy and have safe new year
happy_new_year,happy blessings for this new year eve
happy_new_year,happy exuberant new year
happy_new_year,happy high spirited new year
happy_new_year,happy mirthful new year
happy_new_year,happy new year
happy_new_year,happy new year bhai
happy_new_year,happy new year eve
happy_new_year,happy new year raees actor
happy_new_year,happy rollic new year
happy_new_year,have a blessed new year
happy_new_year,have brightness of new year lasts all year
happy_new_year,have bubbly new year
happy_new_year,have frolicsome new year
happy_new_year,have jolly new year
happy_new_year,have jovial new year
happy_new_year,have joyful new year
happy_new_year,have joyous new year
happy_new_year,have jubilant new year
happy_new_year,have pleasant new year
happy_new_year,have radiant new year
happy_new_year,hope you have a joyful year
happy_new_year,hope you have a prosperous year ahead
happy_new_year,hope you have a radiant year
happy_new_year,hope you have a wonderful year ahead
happy_new_year,is saying happy new year
happy_new_year,is says happy new year
happy_new_year,may all your new year wishes come true
happy_new_year,may you have healthy wealthy new year
happy_new_year,may your enjoy each day of your life as new year
happy_new_year,new year filled with lot of happiness and good fortune
happy_new_year,warm hearted wishes for new year
happy_new_year,wish you a happy new year
happy_new_year,wish you have a happy new year
happy_new_year,wishes everyone to a  great year ahead
happy_new_year,wishes everyone to have a amazing year ahead
happy_new_year,wishes everyone to have a astonishing year ahead
happy_new_year,wishes everyone to have a awesome year ahead
happy_new_year,wishes everyone to have a blasting year ahead
happy_new_year,wishes everyone to have a breaths year ahead
happy_new_year,wishes everyone to have a colorful year ahead
happy_new_year,wishes everyone to have a entertaining year ahead
happy_new_year,wishes everyone to have a excellent year ahead
happy_new_year,wishes everyone to have a extremely good year ahead
happy_new_year,wishes everyone to have a fabulous year ahead
happy_new_year,wishes everyone to have a great year ahead
happy_new_year,wishes everyone to have a happening year ahead
happy_new_year,wishes everyone to have a incredible year ahead
happy_new_year,wishes everyone to have a magnificent year ahead
happy_new_year,wishes everyone to have a mind blowing year ahead
happy_new_year,wishes everyone to have a mind boggling year ahead
happy_new_year,wishes everyone to have a peaceful year ahead
happy_new_year,wishes everyone to have a pleasant year ahead
happy_new_year,wishes everyone to have a prosperous year ahead
happy_new_year,wishes everyone to have a remarkable year ahead
happy_new_year,wishes everyone to have a spectacular year ahead
happy_new_year,wishes everyone to have a stunning year ahead
happy_new_year,wishes everyone to have a stupendous year ahead
happy_new_year,wishes everyone to have a successful year ahead
happy_new_year,wishes everyone to have a unbelievable year ahead
happy_new_year,wishes everyone to have a wonderful year ahead
happy_new_year,wishing you a warm new year
happy_new_year,wishing you happy new year wishes with cheers
happy_new_year,wishing you peace joy and love this new year
happy_new_year,wishing your family lots of happiness this new year
happy_new_year,wishing your family lots of joy this new year
lets_go_for_date,shall we go for a date
lets_go_for_date,would you like to come with me on a date
lets_go_for_date,will you go with me on date
lets_go_for_date,you should come with me on date
lets_go_for_date,please come with me on data naa
lets_go_for_date,i want you to come with me on date
lets_go_for_date,lets go on a date
lets_go_for_date,can you come with me on a date
lets_go_for_date,will you go with me on a date
lets_go_for_date,you should come with me on a date
lets_go_for_date,i want you to come with me on a date
lets_go_for_date,i cant stop loving you
lets_go_for_date,love you baby
lets_go_for_date,lets go for a coffee date
lets_go_for_date,lets go for a date
lets_go_for_date,would you like to come with me for a date
lets_go_for_date,i would like to date you
lets_go_for_date,i want to take you out for a date
lets_go_for_date,we should go for a date
lets_go_for_date,will we go for a date
lets_go_for_date,might you want to accompany me for a date
lets_go_for_date,i want to date you
lets_go_for_date,i need to take you out for a date
lets_go_for_date,can we go on some place together
lets_go_for_date,can we both hang out together
lets_go_for_date,can we hang out sometime
lets_go_for_date,babes can we go on a date
lets_go_for_date,by any luck can we go on a date
about_workout,do you work out regularly
about_workout,do you exercise regularly
about_workout,do you regularly exercise
about_workout,are you doing exercise regularly
about_workout,you are wor out regularly
about_workout,are you wor out regularly
about_workout,regularly do you work out
about_workout,are you exercising regularly
about_workout,do you do yoga
about_workout,do you do yoga or exercise
about_workout,do you do yoga daily
about_workout,how is your body fit
about_workout,how are you so fit
about_workout,whats the secret behind your fitness is it yoga
about_workout,is yoga he secret behind your fitness
about_workout,what exercise do you work out
about_workout,is yoga the secret behinf your fitness
about_workout,what can you tell me about workout
about_workout,how should i do my workout
about_workout,will yoga help me
about_workout,how regularly should i do yoga
about_workout,for workout do we have to go to gym
about_workout,how to do workout
about_workout,should we workout regularly
about_workout,should we do yoga regularly
about_workout,tell me how should i workout
about_workout,give me an idea how should i workout
about_workout,do you like doing work out
about_workout,do you work out on daily bais
about_your_childhood,how was your childhood
about_your_childhood,how did you spend your childhood
about_your_childhood,how has been your childhood
about_your_childhood,what kind of memories you have of your childhood
about_your_childhood,put some light on your childhood
about_your_childhood,what kind of memories you realize of your childhood
about_your_childhood,how was your adolescence
about_your_childhood,how did you spend your adolescence
about_your_childhood,how has been your adolescence
about_your_childhood,what kind of memories you have of your adolescence
about_your_childhood,put some light on your adolescence
about_your_childhood,what kind of memories you realize of your adolescence
about_your_childhood,how was your babyhood
about_your_childhood,how did you spend your babyhood
about_your_childhood,how has been your babyhood
about_your_childhood,what kind of memories you have of your babyhood
about_your_childhood,put some light on your babyhood
about_your_childhood,what kind of memories you realize of your babyhood
about_your_childhood,how was your youth
about_your_childhood,how did you spend your youth
about_your_childhood,how has been your youth
about_your_childhood,what kind of memories you have of your youth
about_your_childhood,put some light on your youth
about_your_childhood,what kind of memories you realize of your youth
about_your_childhood,tell me how was your childhood
about_your_childhood,what was your childhood like
about_your_childhood,how were you as a child
about_your_childhood,what did you like about your childhood
about_your_childhood,what all did you do in your childhood
about_your_childhood,tell me your favourite thing about your childhood
about_your_childhood,what can tell me your favourite thing about your childhood
about_your_childhood,tell me how were you as a child
about_your_childhood,tell me what all you did in your childhood
about_your_childhood,tell me what memories you have of your childhood
about_your_childhood,tell me about your childhood memories
about_your_childhood,can you share your childhood memories
do_you_act_in_movies_tv_shows,have you worked in movies
do_you_act_in_movies_tv_shows,have you worked in tv show
do_you_act_in_movies_tv_shows,have you ever worked in movies
do_you_act_in_movies_tv_shows,have you ever worked in tv show
do_you_act_in_movies_tv_shows,have you acted in any movies or tv shows
do_you_act_in_movies_tv_shows,whether you have acted in any movies or tv shows
do_you_act_in_movies_tv_shows,have you ever acted in any movies or tv shows
do_you_act_in_movies_tv_shows,have you ever worked as actor in any movies or tv shows
do_you_act_in_movies_tv_shows,whether you ever worked as a actor in any movies or tv shows
do_you_act_in_movies_tv_shows,have you ever worked as a actor in any movies or tv shows
do_you_act_in_movies_tv_shows,have you ever performed in any movies or tv shows
do_you_act_in_movies_tv_shows,whether ever you have performed in any movies or tv shows
do_you_act_in_movies_tv_shows,have you ever imitated as a actor in any movies or tv shows
do_you_act_in_movies_tv_shows,whether you have imitated in any movies or tv shows
do_you_act_in_movies_tv_shows,have you imitated in any movies or tv shows
do_you_act_in_movies_tv_shows,have you acted in any movies
do_you_act_in_movies_tv_shows,whether you have acted in any movies
do_you_act_in_movies_tv_shows,have you ever acted in any movies
do_you_act_in_movies_tv_shows,have you ever worked as actor in any movies
do_you_act_in_movies_tv_shows,whether you ever worked as a actor in any movies
do_you_act_in_movies_tv_shows,have you ever worked as a actor in any movies
do_you_act_in_movies_tv_shows,have you ever performed in any movies
do_you_act_in_movies_tv_shows,whether ever you have performed in any movies
do_you_act_in_movies_tv_shows,have you ever imitated as a actor in any movies
do_you_act_in_movies_tv_shows,whether you have imitated in any movies
do_you_act_in_movies_tv_shows,have you imitated in any movies
do_you_act_in_movies_tv_shows,have you acted in any tv shows
do_you_act_in_movies_tv_shows,whether you have acted in any tv shows
do_you_act_in_movies_tv_shows,have you ever acted in any tv shows
do_you_act_in_movies_tv_shows,have you ever worked as actor in any tv shows
do_you_act_in_movies_tv_shows,whether you ever worked as a actor in any tv shows
do_you_act_in_movies_tv_shows,have you ever worked as a actor in any tv shows
do_you_act_in_movies_tv_shows,have you ever performed in any tv shows
do_you_act_in_movies_tv_shows,whether ever you have performed in any tv shows
do_you_act_in_movies_tv_shows,have you ever imitated as a actor in any tv shows
do_you_act_in_movies_tv_shows,whether you have imitated in any tv shows
do_you_act_in_movies_tv_shows,have you imitated in any tv shows
do_you_act_in_movies_tv_shows,have you done any movies
do_you_act_in_movies_tv_shows,have you worked in any movies
do_you_act_in_movies_tv_shows,have you done any shows
do_you_act_in_movies_tv_shows,have you worked in any shows
do_you_act_in_movies_tv_shows,you work in cinemas
do_you_act_in_movies_tv_shows,do you work and cinemas
do_you_act_in_movies_tv_shows,which bengali movie you worked in
do_you_act_in_movies_tv_shows,which movies you are wor in
do_you_act_in_movies_tv_shows,tell me about the movies that you are a part of
do_you_act_in_movies_tv_shows,why did you choose to act
do_you_act_in_movies_tv_shows,are you currently part of some movies
do_you_act_in_movies_tv_shows,which all daily soaps are you currently a part of
do_you_act_in_movies_tv_shows,which movies have you acted in
do_you_act_in_movies_tv_shows,what movies you were in
do_you_act_in_movies_tv_shows,why are you acting
do_you_act_in_movies_tv_shows,have you acted in hindi tv
do_you_act_in_movies_tv_shows,have you acted in bengali tv
do_you_act_in_movies_tv_shows,tv shows you have already acted in
do_you_act_in_movies_tv_shows,what are movies and tv you have acted in
do_you_act_in_movies_tv_shows,movies that you have already worked
do_you_act_in_movies_tv_shows,what is director of your movie
do_you_act_in_movies_tv_shows,what is director of your tv serial
do_you_act_in_movies_tv_shows,have you worked in movies before
do_you_act_in_movies_tv_shows,how many movies have you worked in
do_you_aspire_to_be_a_model,tell me how you became a model
do_you_aspire_to_be_a_model,when did you start modelling
do_you_aspire_to_be_a_model,did you always aspire to be a model
do_you_aspire_to_be_a_model,have you always aspire to be a model
do_you_aspire_to_be_a_model,whether modelling is the only thing you always aspire
do_you_aspire_to_be_a_model,is there any thing else you aspire for other than modelling always
do_you_aspire_to_be_a_model,have you aspired modelling always as your career
do_you_aspire_to_be_a_model,has there been any other thing you aspire for
do_you_aspire_to_be_a_model,so you always aspire to be a model
do_you_aspire_to_be_a_model,did you always crave to be a model
do_you_aspire_to_be_a_model,did you always pursue to be a model
do_you_aspire_to_be_a_model,did you always strive to be a model
do_you_aspire_to_be_a_model,did you always yearn to be a model
do_you_aspire_to_be_a_model,did you always desire to be a model
do_you_aspire_to_be_a_model,have you always crave to be a model
do_you_aspire_to_be_a_model,whether modelling is the only thing you always crave
do_you_aspire_to_be_a_model,is there any thing else you crave for other than modelling always
do_you_aspire_to_be_a_model,have you craved modelling always as your career
do_you_aspire_to_be_a_model,has there been any other thing you crave for
do_you_aspire_to_be_a_model,so you always crave to be a model
do_you_aspire_to_be_a_model,have you always pursue to be a model
do_you_aspire_to_be_a_model,whether modelling is the only thing you always pursue
do_you_aspire_to_be_a_model,is there any thing else you pursue for other than modelling always
do_you_aspire_to_be_a_model,have you pursued modelling always as your career
do_you_aspire_to_be_a_model,has there been any other thing you pursue for
do_you_aspire_to_be_a_model,so you always pursue to be a model
do_you_aspire_to_be_a_model,have you always strive to be a model
do_you_aspire_to_be_a_model,whether modelling is the only thing you always strive
do_you_aspire_to_be_a_model,is there any thing else you strive for other than modelling always
do_you_aspire_to_be_a_model,have you strived modelling always as your career
do_you_aspire_to_be_a_model,has there been any other thing you strive for
do_you_aspire_to_be_a_model,so you always strive to be a model
do_you_aspire_to_be_a_model,so you always desire to be a model
do_you_aspire_to_be_a_model,have you always desire to be a model
do_you_aspire_to_be_a_model,whether modelling is the only thing you always desire
do_you_aspire_to_be_a_model,is there any thing else you desire for other than modelling always
do_you_aspire_to_be_a_model,have you desired modelling always as your career
do_you_aspire_to_be_a_model,has there been any other thing you desire for
do_you_aspire_to_be_a_model,start your acting career
do_you_aspire_to_be_a_model,tell me about your career
do_you_aspire_to_be_a_model,did you start your modelling career
do_you_aspire_to_be_a_model,tell me something about your career
do_you_aspire_to_be_a_model,when did you start to sing
do_you_aspire_to_be_a_model,when did you start acting
do_you_aspire_to_be_a_model,when did you start your modelling career
do_you_aspire_to_be_a_model,have you ever dreamed of being a model
do_you_aspire_to_be_a_model,would you aspire to be a model
do_you_aspire_to_be_a_model,what are your thought to be a model
do_you_aspire_to_be_a_model,shall you aspire to be a model
do_you_aspire_to_be_a_model,will you aspire to be a model
do_you_aspire_to_be_a_model,do you see yourself as a model in future
do_you_aspire_to_be_a_model,do you want to be a model
do_you_aspire_to_be_a_model,would you like to be a model
do_you_aspire_to_be_a_model,what are the chances for you to become a model
do_you_aspire_to_be_a_model,have you ever considered yourself of being a model
do_you_aspire_to_be_a_model,when did you choose the modelling career
fav_hangout_place,your favourite hangout place
fav_hangout_place,what is the best place you like to hangout
fav_hangout_place,what is the most preferred place when it comes to hanging out
fav_hangout_place,where you hangout the most
fav_hangout_place,can you please tell me the hangout places you prefer
fav_hangout_place,please tell me the hangout places you give more priority
fav_hangout_place,is there any favourite hangout place you have
fav_hangout_place,your favored hangout place
fav_hangout_place,what is the best place you prefer to hangout
fav_hangout_place,what is the most preferred location when it comes to hanging out
fav_hangout_place,can you please tell me the hangout places you give more priority
fav_hangout_place,is there any favored hangout place you have
fav_hangout_place,your favourite hangout spot
fav_hangout_place,what is the best spot you like to hangout
fav_hangout_place,what is the most preferred spot when it comes to hanging out
fav_hangout_place,can you please tell me the hangout spots you prefer
fav_hangout_place,please tell me the hangout spots you give more priority
fav_hangout_place,is there any favourite hangout spot you have
fav_hangout_place,your favorite hangout place
fav_hangout_place,is there any favorite hangout place you have
fav_hangout_place,your favorite hangout spot
fav_hangout_place,is there any favorite hangout spot you have
fav_hangout_place,which is the place that often hangout to
fav_hangout_place,some favorite places where you like to spend time
fav_hangout_place,your favourite venues
fav_hangout_place,places where you like to visit
fav_hangout_place,which is your favourite city
fav_hangout_place,what is the best place you get a kick out of the chance to home base
fav_hangout_place,what is the most favored place with regards to hanging out
fav_hangout_place,where you home base the most
fav_hangout_place,would you be able to please reveal to me the joint spots you incline toward
fav_hangout_place,it would be ideal if you disclose to me the home base spots you give greater need
fav_hangout_place,is there any most loved joint place you have
fav_hangout_place,your favored home base place
fav_hangout_place,what is the best place you like to home base
fav_hangout_place,what is the most favored area with regards to hanging out
fav_hangout_place,would you be able to please reveal to me the joint spots you give greater need
fav_hangout_place,what is your favourite hangout place
fav_hangout_place,place where you like to hangout
fav_location_for_holiday,where would you like to visit for a holiday
fav_location_for_holiday,what would be the most preferred location to visit for a holiday
fav_location_for_holiday,can you please tell me where you like to visit for a holiday
fav_location_for_holiday,where do you like to visit for a holiday
fav_location_for_holiday,what is the place you like to visit for a holiday
fav_location_for_holiday,what is the location you like to visit for a holiday
fav_location_for_holiday,what is the location you prefer to visit for a holiday
fav_location_for_holiday,what is the location you prefer to go for a holiday
fav_location_for_holiday,what is the place you prefer to go for a holiday
fav_location_for_holiday,what is the venue you prefer to go for a holiday
fav_location_for_holiday,what is the venue you like to go for a holiday
fav_location_for_holiday,where do you like to stay for a holiday
fav_location_for_holiday,what is the venue you like to stay for a holiday
fav_location_for_holiday,what is the place you prefer to stay for a holiday
fav_location_for_holiday,what would be the most preferred location to go for a holiday
fav_location_for_holiday,what would be the most preferred location to stay for a holiday
fav_location_for_holiday,what would be the most preferred place to stay for a holiday
fav_location_for_holiday,what would be the most preferred area to stay for a holiday for you
fav_location_for_holiday,what would be the most preferred city to stay for a holiday for you
fav_location_for_holiday,what is the venue you like to visit for a holiday
fav_location_for_holiday,what would be the most preferred spot to stay for a holiday for you
fav_location_for_holiday,what would be the most preferred spot to go for a holiday
fav_location_for_holiday,what would be the most preferred spot to stay for a holiday
fav_location_for_holiday,what would be the most preferred point to stay for a holiday for you
fav_location_for_holiday,what would be the most preferred point to visit for a holiday for you
fav_location_for_holiday,which is your favourite holiday for you to visit
